"","game_id","team_id","action_type","made_or_sub","person_1","person_2","period"
"13","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","73","1","cec898a1d355dbfbad8c760615fde1af","2b313e2bcef0268bc8e9415132ba9997","1"
"14","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","47","1","307beab25b1021a548b4a47550bc4b25","6bcf6c1f8c373d25fca1579bc4464a91","1"
"15","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","106","1","d6bc5eb6ed54c734628cb4d237f99031","2b313e2bcef0268bc8e9415132ba9997","1"
"16","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","33963fe856a1523ff46438ba07d1d99f","603daefb2fa321f3abab289805fdcc25","1"
"17","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","2b313e2bcef0268bc8e9415132ba9997","a99f44bbff39e352191a870e17f04537","1"
"18","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","44","1","d6bc5eb6ed54c734628cb4d237f99031","6bcf6c1f8c373d25fca1579bc4464a91","1"
"19","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","50","1","d6bc5eb6ed54c734628cb4d237f99031","6bcf6c1f8c373d25fca1579bc4464a91","1"
"20","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","cec898a1d355dbfbad8c760615fde1af","881f83d2dee3f18c7d1751659406144e","1"
"21","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","27ea17a8685c4919f157e83fe9cb2d9e","60b5f9f68ccbbf7ba3fa13a2189e2775","1"
"22","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","d6bc5eb6ed54c734628cb4d237f99031","89706b99ddd00dc05d37ef5cafc04276","1"
"23","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","57bbd7e30bc694aeee9ee40c583e6811","c1fe6ed491d04e3cdf50755dff23b263","1"
"24","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","57","1","b2fada91a0c8a0f400623c425286ae2e","6bcf6c1f8c373d25fca1579bc4464a91","1"
"25","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","97","1","307beab25b1021a548b4a47550bc4b25","6bcf6c1f8c373d25fca1579bc4464a91","1"
"26","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","97","1","89706b99ddd00dc05d37ef5cafc04276","6bcf6c1f8c373d25fca1579bc4464a91","1"
"27","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","42","1","b2fada91a0c8a0f400623c425286ae2e","6bcf6c1f8c373d25fca1579bc4464a91","1"
"28","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","80","1","33963fe856a1523ff46438ba07d1d99f","8bb18fb1d0cc10c985afa823ecec6d18","2"
"29","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","42","1","89706b99ddd00dc05d37ef5cafc04276","2d9594e4d250679e7a3383ad5ccd2f44","2"
"30","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","47","1","603daefb2fa321f3abab289805fdcc25","6bcf6c1f8c373d25fca1579bc4464a91","2"
"31","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","1","1","89706b99ddd00dc05d37ef5cafc04276","a99f44bbff39e352191a870e17f04537","2"
"32","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","a99f44bbff39e352191a870e17f04537","2b313e2bcef0268bc8e9415132ba9997","2"
"33","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","b2fada91a0c8a0f400623c425286ae2e","cec898a1d355dbfbad8c760615fde1af","2"
"34","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","42","1","33963fe856a1523ff46438ba07d1d99f","6bcf6c1f8c373d25fca1579bc4464a91","2"
"35","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","d6bc5eb6ed54c734628cb4d237f99031","881f83d2dee3f18c7d1751659406144e","2"
"36","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","89706b99ddd00dc05d37ef5cafc04276","314c71574689f752c17b83cd6a4d770e","2"
"37","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","2d9594e4d250679e7a3383ad5ccd2f44","1362d9ad805e7cc4ea3a9467c91142d6","2"
"38","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","42","1","c1fe6ed491d04e3cdf50755dff23b263","6bcf6c1f8c373d25fca1579bc4464a91","2"
"39","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","97","1","314c71574689f752c17b83cd6a4d770e","6bcf6c1f8c373d25fca1579bc4464a91","2"
"40","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","8bb18fb1d0cc10c985afa823ecec6d18","57bbd7e30bc694aeee9ee40c583e6811","2"
"41","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","c1fe6ed491d04e3cdf50755dff23b263","307beab25b1021a548b4a47550bc4b25","2"
"42","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","603daefb2fa321f3abab289805fdcc25","c00264c3114d23bac482e9de50fb7d28","2"
"43","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","60b5f9f68ccbbf7ba3fa13a2189e2775","27ea17a8685c4919f157e83fe9cb2d9e","2"
"44","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","1362d9ad805e7cc4ea3a9467c91142d6","a99f44bbff39e352191a870e17f04537","2"
"45","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","881f83d2dee3f18c7d1751659406144e","b2fada91a0c8a0f400623c425286ae2e","2"
"46","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","1","1","b2fada91a0c8a0f400623c425286ae2e","2b313e2bcef0268bc8e9415132ba9997","2"
"47","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","42","1","2b313e2bcef0268bc8e9415132ba9997","6bcf6c1f8c373d25fca1579bc4464a91","2"
"48","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","79","1","33963fe856a1523ff46438ba07d1d99f","307beab25b1021a548b4a47550bc4b25","2"
"49","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","314c71574689f752c17b83cd6a4d770e","89706b99ddd00dc05d37ef5cafc04276","2"
"50","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","b2fada91a0c8a0f400623c425286ae2e","881f83d2dee3f18c7d1751659406144e","2"
"51","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","1","1","57bbd7e30bc694aeee9ee40c583e6811","307beab25b1021a548b4a47550bc4b25","2"
"52","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","80","1","881f83d2dee3f18c7d1751659406144e","89706b99ddd00dc05d37ef5cafc04276","2"
"53","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","50","1","c00264c3114d23bac482e9de50fb7d28","27ea17a8685c4919f157e83fe9cb2d9e","2"
"54","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","57","1","89706b99ddd00dc05d37ef5cafc04276","6bcf6c1f8c373d25fca1579bc4464a91","2"
"55","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","97","1","cec898a1d355dbfbad8c760615fde1af","6bcf6c1f8c373d25fca1579bc4464a91","2"
"56","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","1","1","881f83d2dee3f18c7d1751659406144e","2b313e2bcef0268bc8e9415132ba9997","2"
"57","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","79","1","27ea17a8685c4919f157e83fe9cb2d9e","6bcf6c1f8c373d25fca1579bc4464a91","2"
"58","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","50","1","33963fe856a1523ff46438ba07d1d99f","c00264c3114d23bac482e9de50fb7d28","2"
"59","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","80","1","89706b99ddd00dc05d37ef5cafc04276","6bcf6c1f8c373d25fca1579bc4464a91","3"
"60","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","5","1","89706b99ddd00dc05d37ef5cafc04276","6bcf6c1f8c373d25fca1579bc4464a91","3"
"61","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","1","1","881f83d2dee3f18c7d1751659406144e","a99f44bbff39e352191a870e17f04537","3"
"62","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","1","1","881f83d2dee3f18c7d1751659406144e","89706b99ddd00dc05d37ef5cafc04276","3"
"63","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","49","1","307beab25b1021a548b4a47550bc4b25","6bcf6c1f8c373d25fca1579bc4464a91","3"
"64","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","1","1","881f83d2dee3f18c7d1751659406144e","2b313e2bcef0268bc8e9415132ba9997","3"
"65","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","1","1","307beab25b1021a548b4a47550bc4b25","57bbd7e30bc694aeee9ee40c583e6811","3"
"66","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","50","1","33963fe856a1523ff46438ba07d1d99f","27ea17a8685c4919f157e83fe9cb2d9e","3"
"67","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","a99f44bbff39e352191a870e17f04537","1362d9ad805e7cc4ea3a9467c91142d6","3"
"68","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","89706b99ddd00dc05d37ef5cafc04276","314c71574689f752c17b83cd6a4d770e","3"
"69","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","1","1","33963fe856a1523ff46438ba07d1d99f","27ea17a8685c4919f157e83fe9cb2d9e","3"
"70","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","79","1","33963fe856a1523ff46438ba07d1d99f","57bbd7e30bc694aeee9ee40c583e6811","3"
"71","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","881f83d2dee3f18c7d1751659406144e","b2fada91a0c8a0f400623c425286ae2e","3"
"72","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","72","1","307beab25b1021a548b4a47550bc4b25","6bcf6c1f8c373d25fca1579bc4464a91","3"
"73","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","1","1","33963fe856a1523ff46438ba07d1d99f","307beab25b1021a548b4a47550bc4b25","3"
"74","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","1","1","cec898a1d355dbfbad8c760615fde1af","2b313e2bcef0268bc8e9415132ba9997","3"
"75","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","108","1","307beab25b1021a548b4a47550bc4b25","27ea17a8685c4919f157e83fe9cb2d9e","3"
"76","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","50","1","33963fe856a1523ff46438ba07d1d99f","6bcf6c1f8c373d25fca1579bc4464a91","3"
"77","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","314c71574689f752c17b83cd6a4d770e","89706b99ddd00dc05d37ef5cafc04276","3"
"78","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","2b313e2bcef0268bc8e9415132ba9997","a99f44bbff39e352191a870e17f04537","3"
"79","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","33963fe856a1523ff46438ba07d1d99f","603daefb2fa321f3abab289805fdcc25","3"
"80","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","307beab25b1021a548b4a47550bc4b25","c1fe6ed491d04e3cdf50755dff23b263","3"
"81","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","86","1","c00264c3114d23bac482e9de50fb7d28","6bcf6c1f8c373d25fca1579bc4464a91","3"
"82","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","27ea17a8685c4919f157e83fe9cb2d9e","60b5f9f68ccbbf7ba3fa13a2189e2775","3"
"83","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","cec898a1d355dbfbad8c760615fde1af","881f83d2dee3f18c7d1751659406144e","3"
"84","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","1","1","a99f44bbff39e352191a870e17f04537","89706b99ddd00dc05d37ef5cafc04276","3"
"85","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","1","1","c1fe6ed491d04e3cdf50755dff23b263","c00264c3114d23bac482e9de50fb7d28","3"
"86","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","45","1","881f83d2dee3f18c7d1751659406144e","1362d9ad805e7cc4ea3a9467c91142d6","4"
"87","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","47","1","603daefb2fa321f3abab289805fdcc25","6bcf6c1f8c373d25fca1579bc4464a91","4"
"88","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","8bb18fb1d0cc10c985afa823ecec6d18","307beab25b1021a548b4a47550bc4b25","4"
"89","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","89706b99ddd00dc05d37ef5cafc04276","d6bc5eb6ed54c734628cb4d237f99031","4"
"90","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","a99f44bbff39e352191a870e17f04537","2b313e2bcef0268bc8e9415132ba9997","4"
"91","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","b2fada91a0c8a0f400623c425286ae2e","cec898a1d355dbfbad8c760615fde1af","4"
"92","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","1","1","603daefb2fa321f3abab289805fdcc25","60b5f9f68ccbbf7ba3fa13a2189e2775","4"
"93","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","1362d9ad805e7cc4ea3a9467c91142d6","b2fada91a0c8a0f400623c425286ae2e","4"
"94","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","603daefb2fa321f3abab289805fdcc25","c00264c3114d23bac482e9de50fb7d28","4"
"95","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","1","1","33963fe856a1523ff46438ba07d1d99f","60b5f9f68ccbbf7ba3fa13a2189e2775","4"
"96","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","881f83d2dee3f18c7d1751659406144e","a99f44bbff39e352191a870e17f04537","4"
"97","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","50","1","307beab25b1021a548b4a47550bc4b25","60b5f9f68ccbbf7ba3fa13a2189e2775","4"
"98","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","d6bc5eb6ed54c734628cb4d237f99031","89706b99ddd00dc05d37ef5cafc04276","4"
"99","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","42","1","307beab25b1021a548b4a47550bc4b25","6bcf6c1f8c373d25fca1579bc4464a91","4"
"100","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","5","1","89706b99ddd00dc05d37ef5cafc04276","cec898a1d355dbfbad8c760615fde1af","4"
"101","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","60b5f9f68ccbbf7ba3fa13a2189e2775","27ea17a8685c4919f157e83fe9cb2d9e","4"
"102","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","b2fada91a0c8a0f400623c425286ae2e","881f83d2dee3f18c7d1751659406144e","4"
"103","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","98","1","307beab25b1021a548b4a47550bc4b25","33963fe856a1523ff46438ba07d1d99f","4"
"104","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","41","1","33963fe856a1523ff46438ba07d1d99f","27ea17a8685c4919f157e83fe9cb2d9e","4"
"105","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","75","1","2b313e2bcef0268bc8e9415132ba9997","6bcf6c1f8c373d25fca1579bc4464a91","4"
"106","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","2b313e2bcef0268bc8e9415132ba9997","b2fada91a0c8a0f400623c425286ae2e","4"
"107","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","a99f44bbff39e352191a870e17f04537","2b313e2bcef0268bc8e9415132ba9997","4"
"108","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","1","1","27ea17a8685c4919f157e83fe9cb2d9e","307beab25b1021a548b4a47550bc4b25","4"
"109","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","0","8","2b313e2bcef0268bc8e9415132ba9997","a99f44bbff39e352191a870e17f04537","4"
"110","021fd159b55773fba8157e2090fe0fe2","012059d397c0b7e5a30a5bb89c0b075e","43","1","cec898a1d355dbfbad8c760615fde1af","b2fada91a0c8a0f400623c425286ae2e","4"
"111","021fd159b55773fba8157e2090fe0fe2","cff694c8186a4bd377de400e4f60fe47","0","8","a99f44bbff39e352191a870e17f04537","d6bc5eb6ed54c734628cb4d237f99031","4"
"112","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","7","1","1376b4800e5b2d50ce35a57827eadcfc","71cd93e320cd2da78733d23dae3274a0","1"
"113","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","98","1","f5f1164263044fc2ee91242daa221045","387d067091bd3a9264576ddb74759f5f","1"
"114","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","1","1","8bea2707e7bf04c8a3d8188b87d92c0e","952cb62f00fbb58407f3a7cd89c3a7bf","1"
"115","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","1","1","5fe2b12999c5b4a17dba17cb76b0cfbc","387d067091bd3a9264576ddb74759f5f","1"
"116","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","79","1","e2d5a38e5f826708c89f2f728eade916","6bcf6c1f8c373d25fca1579bc4464a91","1"
"117","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","108","1","8bea2707e7bf04c8a3d8188b87d92c0e","e2d5a38e5f826708c89f2f728eade916","1"
"118","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","5","1","f5f1164263044fc2ee91242daa221045","6bcf6c1f8c373d25fca1579bc4464a91","1"
"119","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","1","1","17651fd844ca9177694e0fe8e13ade03","5fe2b12999c5b4a17dba17cb76b0cfbc","1"
"120","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","42","1","71cd93e320cd2da78733d23dae3274a0","6bcf6c1f8c373d25fca1579bc4464a91","1"
"121","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","80","1","387d067091bd3a9264576ddb74759f5f","6bcf6c1f8c373d25fca1579bc4464a91","1"
"122","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","86","1","8bea2707e7bf04c8a3d8188b87d92c0e","6bcf6c1f8c373d25fca1579bc4464a91","1"
"123","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","1","1","2b8bdfc64f41d1adefabcf7e0667a618","5fe2b12999c5b4a17dba17cb76b0cfbc","1"
"124","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","0","8","5fe2b12999c5b4a17dba17cb76b0cfbc","e688b1a601a44fb2ac79c58bf6c89e8b","1"
"125","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","85","1","71cd93e320cd2da78733d23dae3274a0","6bcf6c1f8c373d25fca1579bc4464a91","1"
"126","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","0","8","e2d5a38e5f826708c89f2f728eade916","7438349cba4a3154e331f38cfbb2dd5e","1"
"127","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","1","1","1376b4800e5b2d50ce35a57827eadcfc","8bea2707e7bf04c8a3d8188b87d92c0e","1"
"128","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","97","1","f5f1164263044fc2ee91242daa221045","6bcf6c1f8c373d25fca1579bc4464a91","1"
"129","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","80","1","387d067091bd3a9264576ddb74759f5f","6bcf6c1f8c373d25fca1579bc4464a91","1"
"130","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","1","1","71cd93e320cd2da78733d23dae3274a0","952cb62f00fbb58407f3a7cd89c3a7bf","1"
"131","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","52","1","f5f1164263044fc2ee91242daa221045","387d067091bd3a9264576ddb74759f5f","1"
"132","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","0","8","17651fd844ca9177694e0fe8e13ade03","e6d3fc584789b9b914791ec969a8d5a4","1"
"133","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","0","8","f5f1164263044fc2ee91242daa221045","43a74f78a8e39c7fb0ad193fb24f52ba","1"
"134","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","0","8","2b8bdfc64f41d1adefabcf7e0667a618","257b19b06545dcb0a4eb3a01d7952eed","1"
"135","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","0","8","952cb62f00fbb58407f3a7cd89c3a7bf","6b08fc64c8d282c36e800d28eb278027","1"
"136","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","0","8","1376b4800e5b2d50ce35a57827eadcfc","b248b1d9caa41a3562d67584c1a0b399","1"
"137","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","0","8","71cd93e320cd2da78733d23dae3274a0","e2d5a38e5f826708c89f2f728eade916","1"
"138","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","98","1","43a74f78a8e39c7fb0ad193fb24f52ba","387d067091bd3a9264576ddb74759f5f","1"
"139","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","1","1","e2d5a38e5f826708c89f2f728eade916","7438349cba4a3154e331f38cfbb2dd5e","1"
"140","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","0","8","8bea2707e7bf04c8a3d8188b87d92c0e","1376b4800e5b2d50ce35a57827eadcfc","1"
"141","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","108","1","257b19b06545dcb0a4eb3a01d7952eed","387d067091bd3a9264576ddb74759f5f","1"
"142","03a31e84b194d6c8a2eab5d70ba67acf","6f5316b35198f3198c828d9882a79846","101","1","e2d5a38e5f826708c89f2f728eade916","7438349cba4a3154e331f38cfbb2dd5e","1"
"143","03a31e84b194d6c8a2eab5d70ba67acf","5df2526720f9ac092e202de922f5a65f","1","1","257b19b06545dcb0a4eb3a01d7952eed","43a74f78a8e39c7fb0ad193fb24f52ba","2"
