Game_id	Period	Team_id	Event_Msg_Type	Event_Msg_Type_Description	Action_Type	Action_Type_Description	Option1	Person1	Person2
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	1	Jump Shot                               	3	a99f44bbff39e352191a870e17f04537	cec898a1d355dbfbad8c760615fde1af
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	1	Jump Shot                               	3	33963fe856a1523ff46438ba07d1d99f	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	89706b99ddd00dc05d37ef5cafc04276	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	57	Driving Hook Shot                       	2	2b313e2bcef0268bc8e9415132ba9997	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	5	Turnover                                	1	Bad Pass                                	1	27ea17a8685c4919f157e83fe9cb2d9e	2b313e2bcef0268bc8e9415132ba9997
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	80	Step Back Jump shot                     	2	881f83d2dee3f18c7d1751659406144e	2b313e2bcef0268bc8e9415132ba9997
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	9	Timeout                                 	2	Short                                   	0	749aad766c8aa13d72db0636afc9bfa6	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	8	Substitution                            	0	                                        	0	89706b99ddd00dc05d37ef5cafc04276	d6bc5eb6ed54c734628cb4d237f99031
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	8	Substitution                            	0	                                        	0	a99f44bbff39e352191a870e17f04537	1362d9ad805e7cc4ea3a9467c91142d6
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	1	Jump Shot                               	2	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	881f83d2dee3f18c7d1751659406144e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	5	Turnover                                	2	Lost Ball                               	1	881f83d2dee3f18c7d1751659406144e	27ea17a8685c4919f157e83fe9cb2d9e
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	46	Running Jump Shot                       	2	57bbd7e30bc694aeee9ee40c583e6811	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	cec898a1d355dbfbad8c760615fde1af	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	106	Running Alley Oop Dunk Shot             	2	d6bc5eb6ed54c734628cb4d237f99031	2b313e2bcef0268bc8e9415132ba9997
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	1	Jump Shot                               	2	33963fe856a1523ff46438ba07d1d99f	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	6	Foul                                    	2	Shooting                                	0	881f83d2dee3f18c7d1751659406144e	307beab25b1021a548b4a47550bc4b25
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	3	Free Throw                              	11	Free Throw 1 of 2                       	1	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	3	Free Throw                              	12	Free Throw 2 of 2                       	1	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	2	Missed Shot                             	1	Jump Shot                               	3	881f83d2dee3f18c7d1751659406144e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	4	Rebound                                 	0	Unknown                                 	0	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	6	Foul                                    	2	Shooting                                	0	d6bc5eb6ed54c734628cb4d237f99031	c00264c3114d23bac482e9de50fb7d28
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	3	Free Throw                              	11	Free Throw 1 of 2                       	1	c00264c3114d23bac482e9de50fb7d28	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	8	Substitution                            	0	                                        	0	881f83d2dee3f18c7d1751659406144e	b2fada91a0c8a0f400623c425286ae2e
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	3	Free Throw                              	12	Free Throw 2 of 2                       	1	c00264c3114d23bac482e9de50fb7d28	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	73	Driving Reverse Layup Shot              	2	cec898a1d355dbfbad8c760615fde1af	2b313e2bcef0268bc8e9415132ba9997
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	1	Made Shot                               	47	Turnaround Jump Shot                    	2	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	2	Missed Shot                             	44	Reverse Layup Shot                      	2	1362d9ad805e7cc4ea3a9467c91142d6	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	4	Rebound                                 	0	Unknown                                 	0	57bbd7e30bc694aeee9ee40c583e6811	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	79	Pullup Jump shot                        	2	c00264c3114d23bac482e9de50fb7d28	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	cec898a1d355dbfbad8c760615fde1af	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	2	Missed Shot                             	41	Running Layup Shot                      	2	b2fada91a0c8a0f400623c425286ae2e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	4	Rebound                                 	0	Unknown                                 	0	57bbd7e30bc694aeee9ee40c583e6811	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	5	Turnover                                	1	Bad Pass                                	1	c00264c3114d23bac482e9de50fb7d28	2b313e2bcef0268bc8e9415132ba9997
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	106	Running Alley Oop Dunk Shot             	2	d6bc5eb6ed54c734628cb4d237f99031	2b313e2bcef0268bc8e9415132ba9997
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	1	Jump Shot                               	3	27ea17a8685c4919f157e83fe9cb2d9e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	cec898a1d355dbfbad8c760615fde1af	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	6	Foul                                    	1	Personal                                	0	307beab25b1021a548b4a47550bc4b25	d6bc5eb6ed54c734628cb4d237f99031
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	9	Timeout                                 	1	Regular                                 	0	3dcc053c4f1b3eb796205b47647cc12d	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	8	Substitution                            	0	                                        	0	33963fe856a1523ff46438ba07d1d99f	603daefb2fa321f3abab289805fdcc25
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	8	Substitution                            	0	                                        	0	2b313e2bcef0268bc8e9415132ba9997	a99f44bbff39e352191a870e17f04537
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	2	Missed Shot                             	1	Jump Shot                               	3	b2fada91a0c8a0f400623c425286ae2e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	4	Rebound                                 	0	Unknown                                 	0	3dcc053c4f1b3eb796205b47647cc12d	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	2	Missed Shot                             	40	Layup Shot                              	2	d6bc5eb6ed54c734628cb4d237f99031	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	4	Rebound                                 	0	Unknown                                 	0	d6bc5eb6ed54c734628cb4d237f99031	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	44	Reverse Layup Shot                      	2	d6bc5eb6ed54c734628cb4d237f99031	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	5	Turnover                                	1	Bad Pass                                	1	27ea17a8685c4919f157e83fe9cb2d9e	d6bc5eb6ed54c734628cb4d237f99031
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	50	Running Dunk Shot                       	2	d6bc5eb6ed54c734628cb4d237f99031	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	1	Jump Shot                               	2	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	b2fada91a0c8a0f400623c425286ae2e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	6	Foul                                    	2	Shooting                                	0	603daefb2fa321f3abab289805fdcc25	1362d9ad805e7cc4ea3a9467c91142d6
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	3	Free Throw                              	11	Free Throw 1 of 2                       	1	1362d9ad805e7cc4ea3a9467c91142d6	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	8	Substitution                            	0	                                        	0	cec898a1d355dbfbad8c760615fde1af	881f83d2dee3f18c7d1751659406144e
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	8	Substitution                            	0	                                        	0	27ea17a8685c4919f157e83fe9cb2d9e	60b5f9f68ccbbf7ba3fa13a2189e2775
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	8	Substitution                            	0	                                        	0	d6bc5eb6ed54c734628cb4d237f99031	89706b99ddd00dc05d37ef5cafc04276
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	8	Substitution                            	0	                                        	0	57bbd7e30bc694aeee9ee40c583e6811	c1fe6ed491d04e3cdf50755dff23b263
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	3	Free Throw                              	12	Free Throw 2 of 2                       	1	1362d9ad805e7cc4ea3a9467c91142d6	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	1	Jump Shot                               	2	c00264c3114d23bac482e9de50fb7d28	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	881f83d2dee3f18c7d1751659406144e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	2	Missed Shot                             	1	Jump Shot                               	2	89706b99ddd00dc05d37ef5cafc04276	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	4	Rebound                                 	0	Unknown                                 	0	b2fada91a0c8a0f400623c425286ae2e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	2	Missed Shot                             	97	Tip Layup Shot                          	2	b2fada91a0c8a0f400623c425286ae2e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	4	Rebound                                 	0	Unknown                                 	0	c00264c3114d23bac482e9de50fb7d28	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	6	Foul                                    	2	Shooting                                	0	1362d9ad805e7cc4ea3a9467c91142d6	603daefb2fa321f3abab289805fdcc25
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	9	Timeout                                 	1	Regular                                 	0	749aad766c8aa13d72db0636afc9bfa6	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	3	Free Throw                              	11	Free Throw 1 of 2                       	1	603daefb2fa321f3abab289805fdcc25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	3	Free Throw                              	12	Free Throw 2 of 2                       	1	603daefb2fa321f3abab289805fdcc25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	57	Driving Hook Shot                       	2	b2fada91a0c8a0f400623c425286ae2e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	6	Foul                                    	1	Personal                                	0	1362d9ad805e7cc4ea3a9467c91142d6	c00264c3114d23bac482e9de50fb7d28
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	75	Driving Finger Roll Layup Shot          	2	c00264c3114d23bac482e9de50fb7d28	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	1	Made Shot                               	97	Tip Layup Shot                          	2	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	2	Missed Shot                             	3	Hook Shot                               	2	89706b99ddd00dc05d37ef5cafc04276	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	4	Rebound                                 	0	Unknown                                 	0	c1fe6ed491d04e3cdf50755dff23b263	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	1	Jump Shot                               	3	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	a99f44bbff39e352191a870e17f04537	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	2	Missed Shot                             	42	Driving Layup Shot                      	2	a99f44bbff39e352191a870e17f04537	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	4	Rebound                                 	0	Unknown                                 	0	c00264c3114d23bac482e9de50fb7d28	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	6	Foul                                    	26	Offensive Charge                        	0	603daefb2fa321f3abab289805fdcc25	881f83d2dee3f18c7d1751659406144e
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	5	Turnover                                	5	Foul                                    	0	603daefb2fa321f3abab289805fdcc25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	2	Missed Shot                             	42	Driving Layup Shot                      	2	89706b99ddd00dc05d37ef5cafc04276	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	4	Rebound                                 	0	Unknown                                 	0	89706b99ddd00dc05d37ef5cafc04276	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	97	Tip Layup Shot                          	2	89706b99ddd00dc05d37ef5cafc04276	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	1	Jump Shot                               	3	c00264c3114d23bac482e9de50fb7d28	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	b2fada91a0c8a0f400623c425286ae2e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	42	Driving Layup Shot                      	2	b2fada91a0c8a0f400623c425286ae2e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	1	Jump Shot                               	3	c1fe6ed491d04e3cdf50755dff23b263	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	b2fada91a0c8a0f400623c425286ae2e	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	6	Foul                                    	1	Personal                                	0	60b5f9f68ccbbf7ba3fa13a2189e2775	89706b99ddd00dc05d37ef5cafc04276
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	2	Missed Shot                             	5	Layup Shot                              	2	a99f44bbff39e352191a870e17f04537	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	012059d397c0b7e5a30a5bb89c0b075e	4	Rebound                                 	0	Unknown                                 	0	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	2	Missed Shot                             	1	Jump Shot                               	3	307beab25b1021a548b4a47550bc4b25	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	4	Rebound                                 	0	Unknown                                 	0	749aad766c8aa13d72db0636afc9bfa6	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	1	cff694c8186a4bd377de400e4f60fe47	13	End Period                              	0	                                        	0	6bcf6c1f8c373d25fca1579bc4464a91	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	2	cff694c8186a4bd377de400e4f60fe47	12	Start Period                            	0	                                        	0	6bcf6c1f8c373d25fca1579bc4464a91	6bcf6c1f8c373d25fca1579bc4464a91
021fd159b55773fba8157e2090fe0fe2	2	cff694c8186a4bd377de400e4f60fe47	6	Foul                                    	1	Personal                                	0	2d9594e4d250679e7a3383ad5ccd2f44	c1fe6ed491d04e3cdf50755dff23b263
021fd159b55773fba8157e2090fe0fe2	2	cff694c8186a4bd377de400e4f60fe47	1	Made Shot                               	80	Step Back Jump shot                     	2	33963fe856a1523ff46438ba07d1d99f	8bb18fb1d0cc10c985afa823ecec6d18
021fd159b55773fba8157e2090fe0fe2	2	012059d397c0b7e5a30a5bb89c0b075e	6	Foul                                    	27	Personal Block                          	0	8bb18fb1d0cc10c985afa823ecec6d18	89706b99ddd00dc05d37ef5cafc04276
021fd159b55773fba8157e2090fe0fe2	2	012059d397c0b7e5a30a5bb89c0b075e	1	Made Shot                               	42	Driving Layup Shot                      	2	89706b99ddd00dc05d37ef5cafc04276	2d9594e4d250679e7a3383ad5ccd2f44
